34,"",HIGH,20,Актуализировать резюме,20,2026-05-25,2026-05-28
244,Разобрать демонстрационный вариант по русскому.,LOW,11,Разобрать 6 задачу по русском,40,2026-06-28,2026-06-29
7,"",,4,Интеграция с телеграмом,5,2026-05-24,
135,Сейчас читаю Тренинг преодоления социофобии Дж. У. Биик,MEDIUM,0,Составить список книг для чтения,36,2026-05-31,2026-06-05
10,"Добавить оценку рациона с запросом в ии отдельное окошко выплывающие при нажатии кнопке которое будет оценивать все что в столбике мой рационе и говорить про содержание витаминов и подобного, чего не хватает. (Слишком криво работает)",,5,ИИ оценка рациона,5,2026-05-24,
251,Разобрать демонстрационный вариант по физике.,HIGH,10,Разобрать 5 задачу по физике,40,2026-06-28,2026-06-30
206,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Я также смотрел 25 минут подкаст
Смотрел сериал EXTRA без субтиров
И общался почти 15 минут с ии",MEDIUM,4,День 10,28,2026-06-14,2026-06-17
299,Добавить возможность удалить объявление,LOW,0,Удалить обяъвление,8,2026-07-08,2026-07-09
278,Разобрать демонстрационный вариант по математике.,HIGH,8,Разобрать 8 задачу по математике,40,2026-07-05,2026-07-07
63,"",LOW,0,12 подтягиваний,24,2026-05-29,2026-06-29
90,https://www.youtube.com/watch?v=ByqkZHrSmNA&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=20,LOW,0,Посмотреть 19 урок,29,2026-05-29,
67,"",HIGH,0,16 подтягиваний,21,2026-05-29,
45,"Для страницы планирование при заходе в карточку отображать сколько выполнено задач за данный период времени, можно еще добавить и отображение названия завершенных задач за это время но это по желанию",MEDIUM,0,Статистика задач планирование,8,2026-05-28,2026-05-30
107,Рассказ про ошибки как решали в чем вина и вывод,HIGH,20,Рассказ про факап,20,2026-05-30,2026-06-01
43,"",HIGH,21,Рассказать о сложной задаче,20,2026-05-26,2026-06-01
89,https://www.youtube.com/watch?v=V9rExqDsL1c&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=19,LOW,0,Посмотреть 18 урок,32,2026-05-29,2026-07-04
66,"",MEDIUM,1,15 подтягиваний,22,2026-05-29,
60,"",URGENT,0,30 брусьев,22,2026-05-29,
65,"",MEDIUM,0,14 подтягиваний,23,2026-05-29,
252,Разобрать демонстрационный вариант по физике.,HIGH,10,Разобрать 6 задачу по физике,40,2026-06-28,2026-07-02
57,"",HIGH,1,24 брусьев,24,2026-05-29,2026-06-29
46,"Написать что я вообще вижу как завершение проекта, метрики там например знаю то или то, и задачи по изучению музыки. 
Я нашел курс буду по нему идти.",HIGH,7,Составить план обучения,32,2026-05-28,2026-05-29
104,"Нужны типа карточки с днями недели по нажатию на которую ставятся нужные продукты в фильтр. Также нужен вариант когда не могу готовить дома, но нужен норм рацион.",HIGH,2,Добавить питанием по дням недели,8,2026-05-30,2026-06-26
58,"",HIGH,0,26 брусьев,24,2026-05-29,2026-08-14
231,Добавить возможность в аккаунт с типом инвестиции добавлять данные по облигациям и акциям,MEDIUM,1,Добавить актив,8,2026-06-24,2026-06-25
53,"",URGENT,1,40 отжиманий,23,2026-05-29,
64,"",MEDIUM,1,13 подтягиваний,24,2026-05-29,2026-08-14
68,"",HIGH,1,17 подтягиваний,21,2026-05-29,
54,"",LOW,0,15 брусьев,24,2026-05-29,2026-05-29
50,"",LOW,1,25 отжиманий,24,2026-05-29,2026-05-29
59,"",URGENT,2,28 брусьев,23,2026-05-29,
8,Проверять сообщение на всех почтах и при наличии присылать в приложение,,6,Сообщение с почты,5,2026-05-24,
47,"Составить план по обучению и метрики выполнения пока даже нет идей
Отталкиваясь от общения с чат gpt попробовать пройти превый урок и расписать его что и как после составить шаги.
https://chat.deepseek.com/a/chat/s/224ed3a9-9814-41f9-a973-95ce7f2f0858",HIGH,6,План обучения,28,2026-05-28,2026-06-05
12,Добавить больше логирования для страниц,,7,Логирование,5,2026-05-24,
62,"",LOW,0,11 подтягиваний,24,2026-05-29,2026-06-20
51,29.05.2026 - 26,MEDIUM,0,30 отжиманий,24,2026-05-29,2026-06-08
52,"",HIGH,2,35 отжиманий,24,2026-05-29,2026-06-27
55,30.05.2026 - 16,LOW,1,18 брусьев,24,2026-05-29,2026-06-09
140,"+7(8313) 34-47-30
математика русский и физика нужно сдаватьв вузе
97210 стоимость обучения за год
оригинал и копия диплома для поступления
В июле с 18 по 23 июля вступительные экзамены
центральный вход гайдара 49  для того чтобы отдать документы

Нужно дождаться ответа по вступительным экзаменам и можно начинать готовиться.
https://www.nntu.ru/frontend/web/ngtu/files/abiturientam/2026/Perechen_vstupitelnih_ispitaniy_na_baze_SPO_i_VO_pri_prieme_na_kommercheskuyu_formu_obucheniya.pdf?2026-04-09",HIGH,2,Узнать подробнее про ДПИ НГТУ,40,2026-06-02,2026-06-06
61,30.05.2026 - 9,LOW,2,10 подтягиваний,24,2026-05-29,2026-06-09
106,Определится какую зарплату просить на собеседовании,LOW,22,Зарплата,20,2026-05-30,2026-06-01
69,"",HIGH,2,18 подтягиваний,21,2026-05-29,
77,https://www.youtube.com/watch?v=p0jndmSehAc&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=7,LOW,5,Посмотреть 6 урок,32,2026-05-29,2026-06-03
108,Сделать удобнее раздел в обсидиане для общих вопросов HR не хард скилов,LOW,25,Раздел в обсидиане,20,2026-05-30,2026-06-01
56,"",MEDIUM,1,21 брусья,24,2026-05-29,2026-06-20
48,"Доработать запрос в календаре, чтобы отправлялся список событий только за месяц который открыт, а не за все время",LOW,3,Мероприятия по месяцам,8,2026-05-29,2026-06-11
152,Добавить возможно изменять данные по финансам и записывать их с новой датой обновления и добавить возможность переходить по этим датам обновления,HIGH,5,Историчность в финансы,8,2026-06-06,2026-06-10
29,"Название задачи:
«Дашборд стратегического планирования: Цели → Квартал → Месяц → Неделя (с интеграцией выполненных задач из проектов)»

Краткое описание:
Создать отдельный модуль «Планирование», доступный с главной страницы проектов по кнопке. В модуле реализовать карточки планов с переключаемыми вьюшками: Неделя, Месяц, Квартал, Год.

Ключевая логика:

На вьюхе «Неделя» автоматически подтягивать закрытые задачи из проектов за эту неделю с возможностью отчёта (что сделано, сколько, прикреплённые завершённые задачи).

Отдельно вывести блок с целями (пользователь пока не решил, куда именно, но в рамках этого раздела).

Иерархия: Годовые цели → Квартальные планы → Месячные → Недельные задачи.

Ожидаемый результат:
Единая страница, где видно связь «что запланировано → что реально сделано» в разрезе разных временных горизонтов.


При клике на карточку плана (Неделя/Месяц/Квартал/Год) открывается отдельная страница / модальное окно с полным описанием этого плана, где можно:

1. Прописать желаемый результат

Свободное текстовое поле «Что я хочу / Цель плана»

2. Метрика завершения

Числовой показатель, например, 0–100% или 0/5 задач

3. Переключатель статуса (один из вариантов):

✅ «Закончилось выше ожидаемого»

✅ «Как планировал»

✅ «Оказалось сложнее»

❌ «Не смог приступить»

4. Комментарии (два уровня):

Комментарий к каждой цели / задаче внутри плана (текстовое поле)

Общий комментарий для всей страницы (внизу или в шапке, подходит для ретроспективы)

Дополнительно:

Возможность редактировать всё описанное после сохранения

На родительской странице планирования видеть краткий статус или метрику сверткой на карточке


Страница «Планирование»
 └── Карточки (Неделя/Месяц/Квартал/Год)
       └── Клик по карточке
             └── Страница плана:
                   ● Что хочу
                   ● Метрика завершения (%)
                   ● Статус (выше ожидаемого / как планировал / сложнее / не приступил)
                   ● Комментарий к цели
                   ● Комментарий к странице (общий)",URGENT,10,Модуль «Планирование»,8,2026-05-25,2026-05-28
22,"Добавить плашку процент выполнение под каждый из проектов в общей странице. Общая страница сделана, нужно поправить маппинг в странице с канбаном сейчас данные будут браться по другому",MEDIUM,13,Процент выполнение проекта,8,2026-05-24,2026-05-28
27,Сделать чтобы при большом количестве задача колонка про увеличивалась до бесконечности,LOW,15,Убрать скролл в колонке,8,2026-05-24,2026-05-28
153,Добавить раздел вклады где будет информация по всем вкладам которые у меня сейчас и под каким процентом.,HIGH,4,Процент вклада,8,2026-06-06,2026-06-20
26,"Перенести календарь на страницу с проектами, пусть он будет общий для всех и не связан с проектом",LOW,16,Общий календарь,8,2026-05-24,2026-05-28
275,"Разобрать демонстрационный вариант по русскому.
",LOW,2,Разобрать 16 задачу по русскому,40,2026-07-05,2026-07-09
83,https://www.youtube.com/watch?v=SapZN6uMnOk&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=13,LOW,2,Посмотреть 12 урок,32,2026-05-29,2026-06-10
82,https://www.youtube.com/watch?v=uXyN7d8QlTA&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=12,LOW,3,Посмотреть 11 урок,32,2026-05-29,2026-06-09
127,"Посмотреть видос, немного вспомнить тему.",LOW,4,"CICD, Docker",20,2026-05-30,2026-06-09
81,"https://www.youtube.com/watch?v=Hq17lylci1E&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=11
1:25 чет не осиливаю",LOW,4,Посмотреть 10 урок,32,2026-05-29,2026-06-08
255,Разобрать демонстрационный вариант по математике.,HIGH,9,Разобрать 5 задачу по математике,40,2026-06-28,2026-06-30
137,"Во вторник сделать 25 откликов, также как и в понедельник",LOW,16,Сделать 25 откликов,20,2026-06-01,2026-06-02
123,"Хз что это за фигня в стримах, надо попробовать пока думаю что это не совсем легко",MEDIUM,18,Reduce,20,2026-05-30,2026-06-02
151,Добавить данные по кешбекам на каждый аккаунт,MEDIUM,6,Добавить кешбеки,8,2026-06-06,2026-06-10
80,https://www.youtube.com/watch?v=HK0nHmgogcY&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=10,LOW,4,Посмотреть 9 урок,32,2026-05-29,2026-06-06
138,Не рассматриваю слишком много рисков,,2,Узнать подробнее о МИТУ,40,2026-06-02,2026-06-02
250,Разобрать демонстрационный вариант по физике.,HIGH,12,Разобрать 4 задачу по физике,40,2026-06-28,2026-06-29
79,https://www.youtube.com/watch?v=1JwjH-RoZcY&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=9,LOW,5,Посмотреть 8 урок,32,2026-05-29,2026-06-05
122,"Впринципе понимаю отличия и зачем он нужен, но просто еще немного поюзать бы его для закрепления
Закрепил нужен для того чтобы развернуть массивы внутри элементов в один общий массив и работать с ним.",LOW,18,FlatMap,20,2026-05-30,2026-06-01
274,"Разобрать демонстрационный вариант по русскому.
",LOW,5,Разобрать 15 задачу по русском,40,2026-07-05,2026-07-08
75,https://www.youtube.com/watch?v=kK9nbw2KsC0&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=5,LOW,5,Посмотреть 4 урок,32,2026-05-29,2026-06-01
78,https://www.youtube.com/watch?v=03ojoz3HX6E&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=8,LOW,5,Посмотреть 7 урок,32,2026-05-29,2026-06-04
74,https://www.youtube.com/watch?v=Poj3k-cnda0&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=4,LOW,6,Посмотреть 3 урок,32,2026-05-29,2026-05-31
72,https://www.youtube.com/watch?v=wsy3V9VALEY&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=2,LOW,6,Посмотреть 1 урок,32,2026-05-29,2026-05-29
155,"Добавить такой игровой вариант для расчета на сколько хватит денег при таких то тратах, при это учитывая что они будут лежать на счете и инфляцию",URGENT,3,Расчет на сколько хватит,8,2026-06-06,2026-06-24
136,Исправить проблему что если на сайте нет обновленной ключевой ставки за сегодняшнюю то просто нужно грузить с бд.,,9,Баг в ключевой ставке,5,2026-05-31,
145,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Present Simple Negative 2
Present Simple Yes / No Questions
Present Simple 'Wh' Questions",MEDIUM,4,День 4,28,2026-06-04,2026-06-09
281,"Разобрать демонстрационный вариант по математике.

Тут ебанный пиздец я просто скипаю.",HIGH,1,Разобрать 10 задачу по математике,40,2026-07-05,2026-07-09
115,"Попробовать в приложении, чтобы понять нахой он нужен. Есть еще какая то synchronizedMap. Тут же еще и c массивами надо попробовать.",MEDIUM,6,ConcurrentHashMap,20,2026-05-30,2026-06-06
88,https://www.youtube.com/watch?v=8u3VOBQT-mQ&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=18,LOW,2,Посмотреть 17 урок,32,2026-05-29,2026-06-28
113,Я вообще не разу толком с этим не встречался пописать в приложении и поиспользовать понять что там и зачем,MEDIUM,7,ExecutorService,20,2026-05-30,2026-06-06
223,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 15,28,2026-06-21,2026-06-24
39,"Я ему объясню что нужно спрашивать, наберусь уверенности и потренируюсь.
Я прохожу пробные собеседования с другими людьми так что считаю этот этап пройденным.",MEDIUM,7,Попросить Антоху провести собес,20,2026-05-25,2026-06-21
235,"В планирование должна быть отображена дата добавления задачи в планировании, чтобы я мог увидеть что задача добавлено немного позже например.",LOW,5,Дата добавления задачи,8,2026-06-28,2026-07-02
154,Добавить возможность смотреть как изменилось финансы за какой либо период в виде графика,MEDIUM,1,Динамика накоплений,8,2026-06-06,2026-06-15
234,Разобрать демонстрационный вариант по русскому.,LOW,14,Разобрать 5 задачу по русском,40,2026-06-26,2026-06-29
144,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Прошел
Present Simple Positive 1
Present Simple Positive 2
Present Simple Negative 1",MEDIUM,4,День 3,28,2026-06-04,2026-06-08
87,https://www.youtube.com/watch?v=GH88DunjcZc&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=17,LOW,1,Посмотреть 16 урок,32,2026-05-29,2026-06-22
114,"Понять что это, зачем пописать в приложении и по применять",MEDIUM,8,Future,20,2026-05-30,2026-06-06
73,https://www.youtube.com/watch?v=wsy3V9VALEY&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=2,LOW,6,Посмотреть 2 урок,32,2026-05-29,2026-05-30
116,"Я им немного пользовался, понимание есть, но в коде надо попробовать закрепить",LOW,9,AtomicInteger,20,2026-05-30,2026-06-05
205,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Я также смотрел 30 минут подкаст
Смотрел сериал EXTRA без субтиров
И общался почти 20 минут с ии",MEDIUM,4,День 9,28,2026-06-14,2026-06-16
257,Разобрать демонстрационный вариант по математике.,HIGH,11,Разобрать 7 задачу по математике,40,2026-06-28,2026-07-03
85,https://www.youtube.com/watch?v=BYa1JUtlxbM&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=15,LOW,0,Посмотреть 14 урок,32,2026-05-29,2026-06-13
84,https://www.youtube.com/watch?v=Nr7G7S5qqAQ&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=14,LOW,1,Посмотреть 13 урок новогодний,32,2026-05-29,2026-06-11
112,Постараться самому без подглядки написать код который вызовет дедлок и понять почему это происходит.,LOW,10,Deadlock,20,2026-05-30,2026-06-05
86,https://www.youtube.com/watch?v=a_T8zrme0YE&list=PLiAMYa-REsQTUc4xqetKhTUz1agkJtPyt&index=16,LOW,1,Посмотреть 15 урок,32,2026-05-29,2026-06-20
258,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 18,28,2026-06-28,2026-06-29
125,Попросить ии дать задачу с if и for которую нужно переделать под стрим,LOW,17,Из if в stream,20,2026-05-30,2026-06-02
192,Во вторник,MEDIUM,5,30 откликов,20,2026-06-07,2026-06-09
157,"9 июн 124, 135, 230, 567, 568 → что на что делится
На 2 делятся все четные
На 3 делится если сумма цифр делится на 3
На 5 делится если заканчивается на 0 и на 5
На 9 делится если сумма цифр делится на 9
На 10 делится если заканчивается на 0",,0,"Признаки делимости (2, 3, 5, 9, 10)",40,2026-06-06,2026-06-09
156,"8 июн
Числа: √9, −5, 2/3, 0, π, √10 → распределить по множествам",,1,"N, Z, Q, R",40,2026-06-06,2026-06-08
146,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Present Simple Mixed Forms 1
Present Simple Mixed Forms 2
Present Simple Mixed Forms 3",MEDIUM,4,День 5,28,2026-06-04,2026-06-10
129,"В понедельник сделать 25 откликов, думаю не сложно",MEDIUM,23,Сделать 25 откликов,20,2026-05-30,2026-06-01
195,"Книге по преодолению социофибии уделить 100 минут за неделю. Количество записывать ниже, каждый день.
",MEDIUM,0,Суммарно уделил книге 100 минут,36,2026-06-07,2026-06-12
130,"Глубоко не работал, но понимаю что это и зачем, попрактиковать так говорить на те вопросы на которые я не знаю ответа и надо тянуть время",MEDIUM,5,Глубоко не работал,20,2026-05-30,2026-08-02
207,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Смотрел 3 серия 1 сезона рик и морти
Смотрел одну серию сериала EXTRA
Общался с GPT 15 минут",MEDIUM,4,День 11,28,2026-06-14,2026-06-18
141,В четверг сделать 25 откликов,LOW,15,Сделать 25 откликов,20,2026-06-04,2026-06-04
149,В пятницу сделать 25 откликов,LOW,14,Сделать 25 откликов,20,2026-06-05,2026-06-05
126,"at-least-once, at-most-once, exactly-once. Просто чуть побольше прочитать про это что и как работает. По поводу практики хз сомневаюсь что смогу это сделать.",LOW,4,Методы доставки кафка,20,2026-05-30,2026-06-10
211,"Переписать то что есть сейчас под свое резюме, в этот раз ты не создатель",HIGH,9,Написать о своем проекте и о себе,20,2026-06-16,2026-06-18
198,О том где работал и чем занимался так чтобы было понимаю что будут запрашивать и готовые ответы на это.,URGENT,10,Переписать свою легенду,20,2026-06-14,2026-06-18
210,Написать легенду о том что мог работать только на удаленке,MEDIUM,11,Написать почему ушел с прошлого места,20,2026-06-16,2026-06-18
236,"Добавить возможно добавлять рацион не только на сегодня и завтра, а на любой день чтобы можно было планировать, можно поставить ее вместо кнопки добавить на завтра.",MEDIUM,6,Рацион на любой день,8,2026-06-28,2026-07-02
300,Разобраться с ноутом и сделать его рабочим,URGENT,1,Починить ноут,41,2026-07-08,
239,"",MEDIUM,3,Сделать 30 откликов,20,2026-06-28,2026-07-04
128,"Тоже бы посмотрел видос, чтобы лучше это вспомнить",LOW,5,SOLID,20,2026-05-30,2026-06-08
247,Разобрать демонстрационный вариант по русскому.,LOW,11,Разобрать 9 задачу по русском,40,2026-06-28,2026-07-01
197,"Раздел в котором есть информация об акциях, что растет, что падает исторические данные, примерно как инвестинг",HIGH,1,Раздел инвестиции,5,2026-06-12,
224,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
Разговариваю с GPT 10 минут.
Смотрю одно любое видео на английском.",MEDIUM,4,День 16,28,2026-06-21,2026-06-25
191,"В понедельник
Найти подходящие вакансии стало намного сложнее.",MEDIUM,6,30 откликов,20,2026-06-07,2026-06-08
248,Разобрать демонстрационный вариант по русскому.,LOW,13,Разобрать 10 задачу по русском,40,2026-06-28,2026-07-03
204,"Добавляю не знакомые слова в анки
Смотрю сериал EXTRA сначала с субтитрами, следующий день без субтитров
На грамматику делаю любое упражнение из этого списка https://www.perfect-english-grammar.com/grammar-exercises.html
Выписываю любые 5 предложение в блокнот
Разговариваю с GPT 10 минут.

Смотрел сериал экстра
Смотрел подкаст на английском 20 минут
И общался с ИИ
Плюс смотрел правил времен. 
Думаю этого достаточно, пошел не по скрипту, потому что надоело.",MEDIUM,4,День 8,28,2026-06-14,2026-06-15
