20,350,68,2.5,10,Гречка,https://www.lakome.ru/img/econom/krupy-econom-16.jpg,13,,100г
21,60,11,1.5,0,Кофе 3 в 1,https://fstok.ru/upload/dev2fun.imagecompress/webp/iblock/da3/pyvoay774tlk8wzsapbpt8c0g9nwt9pm/LLkiki981.webp,0.28,,шт
22,280,0,17,0,Сыр СВЕТАЕВО легкий 30%,https://catalog-images.x5static.net/product/1515909-main/800x800.jpeg?updated_at=2025-10-14T14:29:14.154Z,32,0,100г
23,612,0,48.24,0,Скумбрия ДИКОЕ МОРЕ,https://catalog-images.x5static.net/product/1846852-main/800x800.jpeg?updated_at=2025-09-24T17:52:16.891Z,44.4,0,шт
24,174,8,0.7,0,Рыбка сушено-вяленая ДИКОЕ МОРЕ,https://catalog-images.x5static.net/product/1412313-main/800x800.jpeg?updated_at=2025-11-26T10:03:19.191Z,34,0,шт
25,77,16.3,0.4,1.4,Картошка,https://foodcity.ru/storage/products/October2018/pDL1EPuUxqF6PHOLds0i.jpg,2,,100г
27,302.5,17.5,10,0.7,Скумбрия Рыбное Меню,https://goods.swnn.ru/125628.jpg,35,1,шт
28,232.5,47.25,1,7.5,Хлебцы хрустящие с луком Ого,https://images-foodtech.magnit.ru/EdexYTQWnrLARe_CbMLoQozMVqVBWQ19Sq8l8L0XD5I/rs:fit:1600:1600/plain/s3://img-dostavka/catalog/uf/dd3/dd3cc0e9ff73d3d3f7ec2e4dc68b701f/a14108da8a32c089c7fbf8046f920e27.jpeg@webp,8.25,2,шт
29,108,0,4,0,Печень говяжья,https://catalog-images.x5static.net/product/1826565-main/800x800.jpeg?updated_at=2024-12-18T11:28:04.338Z,18,,100г
35,330,64,1.5,10,Хлебцы BigBio,https://catalog-images.x5static.net/product/1585293-main/800x800.jpeg?updated_at=2025-02-22T22:00:37.965Z,11,0,шт
6,30,6,0.2,1.4,Огурец большой,https://allbiysk.ru/wp-content/uploads/2023/05/ogurci.jpg,1.4,,шт
36,560,50,36,0,Шоколад babyfox,https://tsx.x5static.net/i/800x800-fit/xdelivery/files/f6/f6/db485ce9ca0df33500cdf7327b85.jpg,8,,100г
37,226,0,18,0,Свинина тушеная Звениговский,https://irecommend.ru/sites/default/files/product-images/182859/rUsF9MEE1QXZ3ccFqc16Wg.jpg,16,,100г
38,105.8,0,9.2,0,Пиколини колбаска,https://imgproxy.kuper.ru/imgproxy/size-500-500/czM6Ly9zYi1vYnMtcHJvZC1jb250ZW50LWltYWdlczAxL3Byb2R1Y3RzLzE1MTY4NTg5L29yaWdpbmFsLzEvMjAyMy0wNS0xOFQxMiUzQTM2JTNBNDUuMjUyNDM2JTJCMDAlM0EwMC8xNTE2ODU4OV8xLmpwZw==.jpg,5.75,,шт
39,112.2,27.72,0,0,Coca cola бавария,https://mineral-group.com/wp-content/uploads/2023/03/bavaria_kola_0.33_gb.jpg,0,,шт
40,66,4,0.1,0,Творог Простоквашино,https://catalog-images.x5static.net/product/2009854-main/800x800.jpeg,12,0,шт
41,242,0,10,0,Творог Княгинино 5%,https://goods.swnn.ru/127307.jpg,32,3,шт
18,20,4,0,2.9,Капуста квашенная,https://catalog-images.x5static.net/product/1432748-main/800x800.jpeg?updated_at=2025-12-02T12:33:04.157Z,1,,100г
13,99.36,5.04,4.8,0,Греческий йогурт ритмилк,https://tornado.shop/images/detailed/92/P1892287.PNG,9,0,шт
26,216,5.4,10,0,Творог сладкая жизнь 5%,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ21rEmniONO_65vIYQisAjTe91t1HXvIiB8Jmzaot_oQ&s=10,28.8,1,шт
42,226,0,18,0,Свинина ВЕРНЕР тушеная,https://catalog-images.x5static.net/product/1406660-main/800x800.jpeg?updated_at=2025-04-03T14:46:41.410Z,16,0,100г
43,196.3,22.36,8.71,0,Продукт творожный Даниссимо браво шоколад,https://catalog-images.x5static.net/product/1406072-main/800x800.jpeg,7.02,0,шт
44,192.4,0,2,0,Тунец ДИКОЕ МОРЕ,https://catalog-images.x5static.net/product/1467146-main/800x800.jpeg?updated_at=2025-11-26T10:09:27.987Z,43.3,0,шт
45,22,4.8,0.2,1.5,Помидор,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA15FnLcQDVx4pV6rkBFjKqaaMg11mqXVKcBEF0R0RV06aRxt-PNy-WZbR3Sq-4ZgtxN8XvlrosZpEdbMUkES-zMqX5kfHIRKVQ8QsmFlV&s=10,0.9,,шт
46,219.45,22.515,6.175,0,Мороженое Свитлогорье Манго,https://catalog-images.x5static.net/product/2038758-main/800x800.jpeg?updated_at=2025-09-24T18:01:19.149Z,14.25,0,шт
47,178.2,0.3,13.68,0,"Снек копченый, СырКач",https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/_default_upload_bucket/1600468.jpg,13.08,,шт
